Crash ID,State,YYYYMM,Day of week,Time,Crash Type,Bus Involvement,Heavy Rigid Truck Involvement,Articulated Truck Involvement,Road User,Gender,Age,Speed,Driving experience,National Remoteness Areas,SA4 Name 2016,National LGA Name 2017,National Road Type,Christmas Period,Easter Period,Age Group,Time of day
20151254,NSW,201512,Wednesday,11:10:00,Single,No,No,No,Car driver,Male,45,109,14,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,Sub-Arterial Road,No,No,40_to_64,Day
20157017,NT,201512,Wednesday,7:45:00,Multiple,No,No,No,Car passenger,Female,57,0,28,Very Remote Australia,Northern Territory - Outback,East Arnhem (R),Arterial Road,No,No,40_to_64,Day
20153188,Qld,201512,Friday,14:00:00,Multiple,No,No,No,Motorcycle rider,Male,55,91,27,,,,,No,No,40_to_64,Day
20153110,Qld,201512,Friday,17:00:00,Single,No,No,No,Pedal cyclist,Male,54,30,29,,,,,No,No,40_to_64,Day
20151199,NSW,201512,Wednesday,15:10:00,Single,No,No,No,Car driver,Female,54,109,26,Outer Regional Australia,Central West,Mid-Western Regional,National or State Highway,No,No,40_to_64,Day
20151162,NSW,201512,Friday,14:00:00,Single,No,No,No,Car driver,Male,45,111,11,Outer Regional Australia,Murray,Wentworth,National or State Highway,No,No,40_to_64,Day
20158009,ACT,201512,Monday,15:30:00,Single,No,No,No,Car driver,Male,49,64,14,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Arterial Road,Yes,No,40_to_64,Day
20153099,Qld,201512,Wednesday,12:00:00,Multiple,No,No,No,Car passenger,Male,53,0,26,,,,,Yes,No,40_to_64,Day
20152163,Vic,201512,Tuesday,7:52:00,Single,No,No,No,Car driver,Male,70,132,29,Inner Regional Australia,Latrobe - Gippsland,Latrobe (C) (Vic.),Local Road,No,No,65_to_74,Day
20154073,SA,201512,Wednesday,9:50:00,Multiple,No,No,Yes,Car driver,Female,72,85,43,Outer Regional Australia,South Australia - South East,Loxton Waikerie (DC),National or State Highway,Yes,No,65_to_74,Day
20151028,NSW,201512,Tuesday,15:50:00,Multiple,No,No,No,Car driver,Female,69,115,29,Outer Regional Australia,Central West,Bland,National or State Highway,Yes,No,65_to_74,Day
20155139,WA,201512,Friday,15:15:00,Single,No,No,No,Car driver,Male,26,98,6,Outer Regional Australia,Western Australia - Wheat Belt,Kojonup (S),Arterial Road,No,No,26_to_39,Day
20157011,NT,201512,Thursday,22:30:00,Single,No,No,No,Pedestrian,Male,37,0,14,Outer Regional Australia,Darwin,Darwin (C),Arterial Road,Yes,No,26_to_39,Night
20151192,NSW,201512,Saturday,22:50:00,Single,No,No,No,Pedestrian,Male,32,0,12,Inner Regional Australia,Illawarra,Kiama,Collector Road,No,No,26_to_39,Night
20151033,NSW,201512,Wednesday,4:00:00,Single,No,No,Yes,Pedestrian,Male,52,0,30,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Sub-Arterial Road,No,No,40_to_64,Night
20151094,NSW,201512,Saturday,14:10:00,Single,No,No,No,Pedestrian,Female,78,0,42,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Hawkesbury,Local Road,Yes,No,75_or_older,Day
20151039,NSW,201512,Wednesday,15:00:00,Single,No,No,No,Pedestrian,Male,86,0,44,Major Cities of Australia,Sydney - North Sydney and Hornsby,Ku-ring-gai,Arterial Road,Yes,No,75_or_older,Day
20153128,Qld,201512,Wednesday,9:00:00,Single,No,No,No,Pedestrian,Female,26,0,6,,,,,No,No,26_to_39,Day
20157019,NT,201512,Saturday,4:43:00,Multiple,Yes,No,No,Car passenger,Male,42,0,11,Outer Regional Australia,Darwin,Unincorporated NT,Arterial Road,No,No,40_to_64,Night
20155103,WA,201512,Sunday,18:18:00,Single,No,No,No,Car passenger,Female,71,20,45,Outer Regional Australia,Bunbury,Bridgetown-Greenbushes (S),National or State Highway,No,No,65_to_74,Night
20151120,NSW,201512,Monday,18:20:00,Multiple,No,No,Yes,Car driver,Female,77,191,43,Inner Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,75_or_older,Night
20151241,NSW,201512,Wednesday,21:30:00,Multiple,No,No,No,Car driver,Male,31,65,15,Major Cities of Australia,Newcastle and Lake Macquarie,Newcastle,Collector Road,No,No,26_to_39,Night
20155045,WA,201512,Thursday,4:55:00,Single,No,No,No,Car driver,Male,31,94,14,,,,,No,No,26_to_39,Night
20157016,NT,201512,Friday,4:12:00,Single,No,No,No,Pedestrian,Female,26,20,4,Very Remote Australia,Northern Territory - Outback,Roper Gulf (R),National or State Highway,No,No,26_to_39,Night
20153155,Qld,201512,Thursday,18:00:00,Multiple,No,No,No,Motorcycle rider,Male,31,105,12,,,,,Yes,No,26_to_39,Night
20151054,NSW,201512,Tuesday,19:05:00,Single,No,No,No,Motorcycle rider,Male,28,42,8,Major Cities of Australia,Sydney - City and Inner South,Randwick,Local Road,Yes,No,26_to_39,Night
20153108,Qld,201512,Tuesday,18:00:00,Multiple,No,No,No,Car driver,Male,63,55,30,,,,,No,No,40_to_64,Night
20151145,NSW,201512,Wednesday,18:37:00,Multiple,No,No,No,Motorcycle rider,Male,56,143,26,Outer Regional Australia,Capital Region,Bega Valley,Arterial Road,Yes,No,40_to_64,Night
20151002,NSW,201512,Thursday,20:30:00,Multiple,No,No,No,Pedestrian,Male,43,20,12,Inner Regional Australia,Newcastle and Lake Macquarie,Lake Macquarie,National or State Highway,Yes,No,40_to_64,Night
20154012,SA,201512,Thursday,19:00:00,Single,No,No,No,Pedestrian,Male,66,0,28,Very Remote Australia,South Australia - Outback,Ceduna (DC),Local Road,No,No,65_to_74,Night
20152105,Vic,201512,Tuesday,23:00:00,Single,No,No,No,Car passenger,Male,16,20,3,Major Cities of Australia,Melbourne - West,Hobsons Bay (C),National or State Highway,Yes,No,0_to_16,Night
20151216,NSW,201512,Thursday,19:20:00,Single,No,No,No,Car driver,Male,21,143,5,Inner Regional Australia,Sydney - Baulkham Hills and Hawkesbury,Hornsby,Arterial Road,No,No,17_to_25,Night
20156025,Tas,201512,Wednesday,18:08:00,Multiple,No,No,No,Car driver,Male,34,53,15,Outer Regional Australia,West and North West,Waratah/Wynyard (M),National or State Highway,Yes,No,26_to_39,Night
20152023,Vic,201512,Thursday,19:57:00,Single,No,No,No,Car passenger,Male,19,0,5,Inner Regional Australia,Geelong,Golden Plains (S),Sub-Arterial Road,Yes,No,17_to_25,Night
20152185,Vic,201512,Saturday,17:02:00,Multiple,No,No,No,Car passenger,Female,11,0,5,Outer Regional Australia,North West,Mildura (RC),Local Road,No,No,0_to_16,Day
20152185,Vic,201512,Saturday,17:02:00,Multiple,No,No,No,Car driver,Female,80,46,42,Outer Regional Australia,North West,Mildura (RC),Local Road,No,No,75_or_older,Day
20152022,Vic,201512,Wednesday,17:50:00,Multiple,No,No,No,Motorcycle rider,Male,32,99,11,Major Cities of Australia,Melbourne - Inner,Port Phillip (C),Collector Road,Yes,No,26_to_39,Day
20158007,ACT,201512,Friday,11:00:00,Multiple,No,No,No,Car driver,Female,74,52,44,Major Cities of Australia,Australian Capital Territory,Unincorporated ACT,Local Road,Yes,No,65_to_74,Day
20152172,Vic,201511,Monday,3:35:00,Multiple,No,Yes,No,Car passenger,Male,15,0,2,Major Cities of Australia,Melbourne - North West,Hume (C),Arterial Road,No,No,0_to_16,Night
20155004,WA,201511,Monday,3:03:00,Single,No,No,No,Car driver,Male,25,118,7,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale (S),National or State Highway,No,No,17_to_25,Night
20153133,Qld,201511,Saturday,0:00:00,Single,No,No,No,Car passenger,Female,25,0,7,,,,,No,No,17_to_25,Night
20152091,Vic,201511,Saturday,21:00:00,Single,No,No,No,Car driver,Male,38,26,11,Inner Regional Australia,Ballarat,Moorabool (S),Sub-Arterial Road,No,No,26_to_39,Night
20155004,WA,201511,Monday,3:03:00,Single,No,No,No,Car passenger,Female,29,20,6,Major Cities of Australia,Perth - South East,Serpentine-Jarrahdale (S),National or State Highway,No,No,26_to_39,Night
20152101,Vic,201511,Saturday,19:14:00,Multiple,No,No,No,Car passenger,Female,32,0,13,Inner Regional Australia,Melbourne - South East,Cardinia (S),Local Road,No,No,26_to_39,Night
20153069,Qld,201511,Saturday,5:00:00,Single,No,No,No,Car driver,Male,36,67,12,,,,,No,No,26_to_39,Night
20155058,WA,201511,Friday,18:03:00,Single,No,No,No,Car driver,Female,30,120,7,Major Cities of Australia,Perth - North East,Bayswater (C),Arterial Road,No,No,26_to_39,Night
20151185,NSW,201511,Saturday,3:15:00,Multiple,No,Yes,Yes,Car driver,Male,47,93,12,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway,No,No,40_to_64,Night
20151185,NSW,201511,Saturday,3:15:00,Multiple,No,Yes,Yes,Car driver,Male,60,102,28,Inner Regional Australia,Mid North Coast,Mid-Coast,National or State Highway,No,No,40_to_64,Night
20151066,NSW,201511,Saturday,3:56:00,Single,No,Yes,No,Car driver,Male,50,90,11,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road,No,No,40_to_64,Night
20152230,Vic,201511,Monday,22:30:00,Multiple,No,No,No,Car passenger,Male,18,0,3,Inner Regional Australia,Shepparton,Campaspe (S),Sub-Arterial Road,No,No,17_to_25,Night
20152052,Vic,201511,Thursday,21:16:00,Single,No,No,No,Car driver,Female,25,66,8,Inner Regional Australia,Bendigo,Mount Alexander (S),Arterial Road,No,No,17_to_25,Night
20152136,Vic,201511,Monday,18:39:00,Single,No,No,No,Car driver,Male,18,102,3,Inner Regional Australia,Hume,Strathbogie (S),Arterial Road,No,No,17_to_25,Night
20151142,NSW,201511,Wednesday,20:20:00,Single,No,No,No,Car driver,Male,26,73,6,Remote Australia,Murray,Wentworth,Sub-Arterial Road,No,No,26_to_39,Night
20153088,Qld,201511,Tuesday,18:00:00,Single,No,No,No,Motorcycle rider,Male,46,32,12,,,,,No,No,40_to_64,Night
20152202,Vic,201511,Sunday,16:45:00,Multiple,No,No,Yes,Car driver,Female,19,121,3,Outer Regional Australia,North West,Horsham (RC),National or State Highway,No,No,17_to_25,Day
20154007,SA,201511,Sunday,11:01:00,Single,No,No,No,Car driver,Male,19,143,2,Outer Regional Australia,Barossa - Yorke - Mid North,Goyder (DC),National or State Highway,No,No,17_to_25,Day
20155112,WA,201511,Saturday,9:25:00,Single,No,No,Yes,Car driver,Female,23,133,5,Outer Regional Australia,Western Australia - Outback (South),Greater Geraldton (C),National or State Highway,No,No,17_to_25,Day
20152112,Vic,201511,Sunday,9:05:00,Multiple,Yes,No,No,Car driver,Male,32,85,12,Major Cities of Australia,Geelong,Greater Geelong (C),Local Road,No,No,26_to_39,Day
20153073,Qld,201511,Sunday,11:00:00,Single,No,No,No,Motorcycle rider,Male,33,91,14,,,,,No,No,26_to_39,Day
20155006,WA,201511,Saturday,15:00:00,Single,No,No,No,Car passenger,Male,28,0,5,Very Remote Australia,Western Australia - Outback (South),Coolgardie (S),Local Road,No,No,26_to_39,Day
20151136,NSW,201511,Sunday,17:30:00,Multiple,No,No,No,Motorcycle rider,Male,28,99,8,Inner Regional Australia,Central West,Orange,Access Road,No,No,26_to_39,Day
20152194,Vic,201511,Saturday,16:22:00,Multiple,No,No,No,Pedal cyclist,Male,50,30,13,Inner Regional Australia,Hume,Wangaratta (RC),Arterial Road,No,No,40_to_64,Day
20154084,SA,201511,Saturday,16:10:00,Single,No,No,No,Motorcycle rider,Male,49,58,12,Outer Regional Australia,South Australia - South East,Robe (DC),Arterial Road,No,No,40_to_64,Day
20154081,SA,201511,Sunday,9:43:00,Single,No,No,No,Pedal cyclist,Male,62,30,30,Inner Regional Australia,South Australia - South East,Victor Harbor (C),Local Road,No,No,40_to_64,Day
20158008,ACT,201511,Saturday,17:20:00,Multiple,No,No,No,Motorcycle rider,Male,65,161,29,Inner Regional Australia,Australian Capital Territory,Unincorporated ACT,National or State Highway,No,No,65_to_74,Day
20155071,WA,201511,Sunday,17:20:00,Multiple,No,No,Yes,Car driver,Male,31,100,14,Very Remote Australia,Western Australia - Outback (North),Port Hedland (T),Access Road,No,No,26_to_39,Day
20151097,NSW,201511,Friday,15:45:00,Single,No,No,No,Car driver,Male,76,9,45,Outer Regional Australia,Mid North Coast,Kempsey,Sub-Arterial Road,No,No,75_or_older,Day
20156021,Tas,201511,Thursday,17:46:00,Multiple,No,Yes,No,Car driver,Male,86,113,44,Outer Regional Australia,Launceston and North East,Meander Valley (M),Arterial Road,No,No,75_or_older,Day
20153129,Qld,201511,Wednesday,15:00:00,Single,No,No,No,Car driver,Male,80,84,43,,,,,No,No,75_or_older,Day
20151010,NSW,201511,Monday,16:30:00,Multiple,No,No,No,Car passenger,Female,82,20,42,Outer Regional Australia,New England and North West,Uralla,National or State Highway,No,No,75_or_older,Day
20153184,Qld,201511,Tuesday,11:00:00,Multiple,No,No,Yes,Car passenger,Male,81,0,43,,,,,No,No,75_or_older,Day
20153184,Qld,201511,Tuesday,11:00:00,Multiple,No,No,Yes,Car passenger,Female,75,0,44,,,,,No,No,75_or_older,Day
20153177,Qld,201511,Wednesday,12:00:00,Multiple,No,Yes,No,Car driver,Male,32,86,14,,,,,No,No,26_to_39,Day
20151191,NSW,201511,Tuesday,10:50:00,Single,No,No,No,Car driver,Male,20,140,3,Outer Regional Australia,Riverina,Snowy Valleys,National or State Highway,No,No,17_to_25,Day
20151048,NSW,201511,Wednesday,16:53:00,Multiple,No,No,Yes,Car driver,Male,20,106,5,Inner Regional Australia,Richmond - Tweed,Richmond Valley,National or State Highway,No,No,17_to_25,Day
20153066,Qld,201511,Tuesday,11:00:00,Single,No,No,No,Motorcycle rider,Male,22,95,4,,,,,No,No,17_to_25,Day
20152061,Vic,201511,Friday,16:20:00,Single,No,No,No,Car driver,Female,22,114,5,Inner Regional Australia,Latrobe - Gippsland,South Gippsland (S),Arterial Road,No,No,17_to_25,Day
20151252,NSW,201511,Thursday,7:35:00,Single,No,No,No,Car driver,Male,19,100,3,Inner Regional Australia,Capital Region,Queanbeyan-Palerang Regional,Sub-Arterial Road,No,No,17_to_25,Day
20151275,NSW,201511,Friday,16:55:00,Multiple,No,No,No,Car driver,Female,17,107,2,Outer Regional Australia,Mid North Coast,Nambucca,Arterial Road,No,No,17_to_25,Day
20151172,NSW,201511,Tuesday,15:35:00,Multiple,No,Yes,No,Car driver,Male,21,42,6,Inner Regional Australia,Central West,Cabonne,National or State Highway,No,No,17_to_25,Day
20152168,Vic,201511,Friday,17:12:00,Single,No,No,No,Car driver,Male,28,109,6,Inner Regional Australia,Hume,Murrindindi (S),National or State Highway,No,No,26_to_39,Day
20153098,Qld,201511,Monday,10:00:00,Single,No,Yes,No,Car passenger,Female,31,0,12,,,,,No,No,26_to_39,Day
20153098,Qld,201511,Monday,10:00:00,Single,No,Yes,No,Car passenger,Female,30,0,6,,,,,No,No,26_to_39,Day
20155121,WA,201511,Monday,8:15:00,Single,No,No,No,Car passenger,Female,28,0,6,Remote Australia,Western Australia - Outback (South),Northampton (S),Arterial Road,No,No,26_to_39,Day
20151013,NSW,201511,Friday,16:40:00,Single,No,No,No,Car driver,Female,31,75,14,Inner Regional Australia,Central West,Bathurst Regional,National or State Highway,No,No,26_to_39,Day
20152095,Vic,201511,Monday,8:05:00,Multiple,No,No,No,Car driver,Male,29,101,6,Inner Regional Australia,Shepparton,Greater Shepparton (C),Sub-Arterial Road,No,No,26_to_39,Day
20151200,NSW,201511,Tuesday,17:50:00,Single,No,No,No,Motorcycle rider,Male,27,81,5,Inner Regional Australia,Sydney - Northern Beaches,Northern Beaches,Collector Road,No,No,26_to_39,Day
20152170,Vic,201511,Wednesday,8:45:00,Multiple,No,No,Yes,Motorcycle rider,Male,28,134,5,Major Cities of Australia,Melbourne - Inner South,Stonnington (C),National or State Highway,No,No,26_to_39,Day
20153213,Qld,201511,Wednesday,17:00:00,Single,No,No,No,Motorcycle rider,Male,33,72,13,,,,,No,No,26_to_39,Day
20153167,Qld,201511,Monday,14:00:00,Single,No,No,No,Car passenger,Female,44,0,13,,,,,No,No,40_to_64,Day
20153011,Qld,201511,Tuesday,11:00:00,Single,No,No,No,Motorcycle rider,Female,54,7,29,,,,,No,No,40_to_64,Day
20151261,NSW,201511,Wednesday,9:00:00,Multiple,No,No,No,Motorcycle rider,Male,57,138,27,Inner Regional Australia,Richmond - Tweed,Lismore,Local Road,No,No,40_to_64,Day
20152080,Vic,201511,Monday,6:50:00,Multiple,No,No,No,Pedal cyclist,Male,52,30,26,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Collector Road,No,No,40_to_64,Day
20151123,NSW,201511,Thursday,9:43:00,Single,No,No,No,Car driver,Male,59,56,27,Inner Regional Australia,Far West and Orana,Dubbo Regional,National or State Highway,No,No,40_to_64,Day
20154019,SA,201511,Friday,6:00:00,Multiple,No,No,No,Car driver,Male,43,10,12,Inner Regional Australia,Adelaide - North,Playford (C),Collector Road,No,No,40_to_64,Day
20151275,NSW,201511,Friday,16:55:00,Multiple,No,No,No,Car passenger,Female,50,0,13,Outer Regional Australia,Mid North Coast,Nambucca,Arterial Road,No,No,40_to_64,Day
20153018,Qld,201511,Monday,15:00:00,Single,No,No,Yes,Car driver,Male,46,100,14,,,,,No,No,40_to_64,Day
20154054,SA,201511,Friday,14:40:00,Single,No,No,No,Car driver,Male,58,82,26,Inner Regional Australia,Barossa - Yorke - Mid North,Barossa (DC),Local Road,No,No,40_to_64,Day
20152012,Vic,201511,Tuesday,14:00:00,Multiple,No,No,No,Motorcycle rider,Male,61,57,27,Major Cities of Australia,Melbourne - Inner South,Stonnington (C),Sub-Arterial Road,No,No,40_to_64,Day
20151197,NSW,201511,Monday,15:15:00,Multiple,No,Yes,No,Car driver,Female,59,108,27,Major Cities of Australia,Sydney - Parramatta,Cumberland,Collector Road,No,No,40_to_64,Day
20152044,Vic,201511,Monday,7:42:00,Multiple,No,No,No,Car driver,Female,47,79,14,Major Cities of Australia,Melbourne - Inner South,Kingston (C) (Vic.),Collector Road,No,No,40_to_64,Day
20153140,Qld,201511,Monday,9:00:00,Single,No,No,No,Car driver,Male,47,137,14,,,,,No,No,40_to_64,Day
20151010,NSW,201511,Monday,16:30:00,Multiple,No,No,No,Car driver,Male,68,91,30,Outer Regional Australia,New England and North West,Uralla,National or State Highway,No,No,65_to_74,Day
20151011,NSW,201511,Thursday,14:00:00,Single,No,No,No,Car driver,Male,72,144,41,Inner Regional Australia,Southern Highlands and Shoalhaven,Shoalhaven,National or State Highway,No,No,65_to_74,Day
20153105,Qld,201511,Friday,7:00:00,Single,No,No,No,Car driver,Female,71,73,44,,,,,No,No,65_to_74,Day
20151304,NSW,201511,Monday,17:30:00,Single,No,No,No,Car driver,Female,69,103,27,Outer Regional Australia,New England and North West,Liverpool Plains,Arterial Road,No,No,65_to_74,Day
20151224,NSW,201511,Friday,12:25:00,Single,No,No,No,Motorcycle rider,Male,68,84,29,Outer Regional Australia,Capital Region,Snowy Monaro Regional,Sub-Arterial Road,No,No,65_to_74,Day
20153078,Qld,201511,Friday,14:00:00,Multiple,No,No,No,Car driver,Male,69,64,29,,,,,No,No,65_to_74,Day
20157005,NT,201511,Thursday,10:45:00,Single,No,No,No,Car driver,Male,67,117,29,Very Remote Australia,Northern Territory - Outback,East Arnhem (R),Arterial Road,No,No,65_to_74,Day
20151258,NSW,201511,Tuesday,13:40:00,Multiple,No,No,No,Motorcycle rider,Male,73,131,44,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,Hawkesbury,Arterial Road,No,No,65_to_74,Day
20151179,NSW,201511,Thursday,13:00:00,Multiple,No,No,No,Motorcycle rider,Female,67,104,26,Outer Regional Australia,New England and North West,Armidale Regional,Arterial Road,No,No,65_to_74,Day
20153009,Qld,201511,Friday,7:00:00,Single,No,No,No,Car driver,Male,67,112,27,,,,,No,No,65_to_74,Day
20155026,WA,201511,Wednesday,14:24:00,Multiple,No,No,No,Car driver,Male,60,101,27,Outer Regional Australia,Western Australia - Wheat Belt,Victoria Plains (S),Arterial Road,No,No,40_to_64,Day
20153184,Qld,201511,Tuesday,11:00:00,Multiple,No,No,Yes,Car driver,Male,46,100,13,,,,,No,No,40_to_64,Day
20151004,NSW,201511,Friday,19:41:00,Single,No,No,No,Pedestrian,Male,78,0,43,Major Cities of Australia,Newcastle and Lake Macquarie,Lake Macquarie,Collector Road,No,No,75_or_older,Night
20154020,SA,201511,Friday,22:00:00,Single,No,No,No,Pedestrian,Female,26,0,7,Major Cities of Australia,Adelaide - North,Playford (C),Collector Road,No,No,26_to_39,Night
20151226,NSW,201511,Saturday,22:50:00,Single,No,No,No,Pedestrian,Male,56,20,27,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,National or State Highway,No,No,40_to_64,Night
20153217,Qld,201511,Sunday,20:00:00,Single,No,No,No,Pedestrian,Male,43,0,11,,,,,No,No,40_to_64,Night
20153132,Qld,201511,Monday,18:00:00,Single,No,No,No,Pedestrian,Female,26,0,8,,,,,No,No,26_to_39,Night
20154096,SA,201511,Monday,1:40:00,Single,No,No,No,Car driver,Male,67,123,28,Outer Regional Australia,Barossa - Yorke - Mid North,Wakefield (DC),National or State Highway,No,No,65_to_74,Night
20151272,NSW,201511,Sunday,0:10:00,Single,No,No,No,Car driver,Male,69,98,27,Major Cities of Australia,Central Coast,Central Coast,Local Road,No,No,65_to_74,Night
20152210,Vic,201511,Saturday,17:46:00,Single,No,No,No,Pedestrian,Male,82,20,42,Inner Regional Australia,Bendigo,Mount Alexander (S),National or State Highway,No,No,75_or_older,Day
20153100,Qld,201511,Saturday,15:00:00,Single,No,No,No,Pedestrian,Male,79,0,42,,,,,No,No,75_or_older,Day
20154040,SA,201511,Monday,15:50:00,Single,No,No,No,Pedestrian,Female,83,0,42,Major Cities of Australia,Adelaide - West,Charles Sturt (C),Sub-Arterial Road,No,No,75_or_older,Day
20155024,WA,201511,Monday,14:45:00,Single,No,No,No,Pedestrian,Female,63,0,30,Major Cities of Australia,Perth - South West,Melville (C),Arterial Road,No,No,40_to_64,Day
20155063,WA,201511,Monday,11:56:00,Single,No,No,No,Pedestrian,Female,62,0,29,Major Cities of Australia,Perth - Inner,Perth (C),Arterial Road,No,No,40_to_64,Day
20151044,NSW,201511,Monday,17:23:00,Single,No,No,No,Pedestrian,Female,73,0,45,Major Cities of Australia,Sydney - Inner South West,Canterbury-Bankstown,Arterial Road,No,No,65_to_74,Day
20151311,NSW,201511,Tuesday,0:20:00,Multiple,No,No,No,Pedestrian,Male,28,0,8,Major Cities of Australia,Sydney - Eastern Suburbs,Randwick,Arterial Road,No,No,26_to_39,Night
20151206,NSW,201511,Monday,0:05:00,Multiple,No,No,No,Pedestrian,Male,85,20,42,Major Cities of Australia,Sydney - Baulkham Hills and Hawkesbury,The Hills,National or State Highway,No,No,75_or_older,Night
20151220,NSW,201511,Tuesday,1:42:00,Single,No,No,No,Car passenger,Female,83,0,42,Inner Regional Australia,Hunter Valley exc Newcastle,Cessnock,Local Road,No,No,75_or_older,Night
20151223,NSW,201511,Tuesday,3:00:00,Multiple,No,No,Yes,Motorcycle rider,Male,13,116,5,Major Cities of Australia,Sydney - Outer West and Blue Mountains,Penrith,Local Road,No,No,0_to_16,Night
20155140,WA,201511,Thursday,0:56:00,Single,No,No,No,Car passenger,Male,47,0,13,Very Remote Australia,Western Australia - Outback (North),Ashburton (S),Arterial Road,No,No,40_to_64,Night
20153045,Qld,201511,Friday,13:00:00,Single,No,No,No,Car driver,Male,86,93,41,,,,,No,No,75_or_older,Day
20153061,Qld,201510,Saturday,20:00:00,Multiple,No,No,No,Car driver,Male,24,141,5,,,,,No,No,17_to_25,Night
20154065,SA,201510,Sunday,1:15:00,Single,No,No,No,Car driver,Male,21,67,8,Major Cities of Australia,Adelaide - Central and Hills,Adelaide Hills (DC),Sub-Arterial Road,No,No,17_to_25,Night
20152083,Vic,201510,Saturday,0:55:00,Multiple,No,No,No,Car driver,Male,25,143,5,Major Cities of Australia,Melbourne - West,Brimbank (C),National or State Highway,No,No,17_to_25,Night
20155114,WA,201510,Monday,0:50:00,Multiple,No,No,No,Car passenger,Male,20,0,2,,,,,No,No,17_to_25,Night
20155053,WA,201510,Saturday,20:30:00,Single,No,No,No,Car driver,Male,29,53,4,,,,,No,No,26_to_39,Night
20151302,NSW,201510,Sunday,18:41:00,Single,No,No,No,Car driver,Male,39,62,12,Inner Regional Australia,Central Coast,Central Coast,Arterial Road,No,No,26_to_39,Night
20151080,NSW,201510,Friday,18:25:00,Multiple,No,No,No,Car driver,Female,26,63,5,Outer Regional Australia,Central West,Bland,National or State Highway,No,No,26_to_39,Night
20151080,NSW,201510,Friday,18:25:00,Multiple,No,No,No,Car passenger,Male,30,20,4,Outer Regional Australia,Central West,Bland,National or State Highway,No,No,26_to_39,Night
20153082,Qld,201510,Saturday,2:00:00,Single,No,No,No,Car driver,Male,26,92,5,,,,,No,No,26_to_39,Night
20152204,Vic,201510,Saturday,21:40:00,Multiple,No,No,No,Motorcycle rider,Male,31,105,13,Major Cities of Australia,Melbourne - South East,Greater Dandenong (C),Local Road,No,No,26_to_39,Night
20152049,Vic,201510,Saturday,20:30:00,Multiple,No,No,No,Pedestrian,Female,80,0,41,Major Cities of Australia,Melbourne - South East,Kingston (C) (Vic.),Arterial Road,No,No,75_or_older,Night
20153187,Qld,201510,Monday,0:00:00,Single,No,No,No,Car driver,Male,34,149,14,,,,,No,No,26_to_39,Night
20154066,SA,201510,Friday,20:08:00,Multiple,No,No,No,Car driver,Male,48,111,11,Inner Regional Australia,Barossa - Yorke - Mid North,Clare and Gilbert Valleys (DC),Arterial Road,No,No,40_to_64,Night
20151061,NSW,201510,Sunday,20:00:00,Single,No,No,No,Car driver,Male,45,57,12,Outer Regional Australia,Riverina,Federation,Sub-Arterial Road,No,No,40_to_64,Night
20151293,NSW,201510,Sunday,21:30:00,Single,No,No,No,Car passenger,Female,57,0,30,Inner Regional Australia,Richmond - Tweed,Tweed,Arterial Road,No,No,40_to_64,Night
20155097,WA,201510,Saturday,5:39:00,Single,No,No,No,Car driver,Female,44,62,12,Inner Regional Australia,Perth - South East,Serpentine-Jarrahdale (S),Arterial Road,No,No,40_to_64,Night
20151108,NSW,201510,Thursday,23:14:00,Single,No,No,No,Car driver,Male,24,100,4,Outer Regional Australia,Mid North Coast,Mid-Coast,Arterial Road,No,No,17_to_25,Night
20153205,Qld,201510,Tuesday,20:00:00,Single,No,No,No,Car passenger,Female,20,0,4,,,,,No,No,17_to_25,Night
20157032,NT,201510,Tuesday,2:10:00,Single,No,No,No,Car passenger,Female,35,0,12,Remote Australia,Northern Territory - Outback,Alice Springs (T),Sub-Arterial Road,No,No,26_to_39,Night
20153185,Qld,201510,Thursday,0:00:00,Single,No,No,No,Car driver,Male,32,122,11,,,,,No,No,26_to_39,Night
20151295,NSW,201510,Wednesday,23:15:00,Single,No,No,No,Car passenger,Male,26,0,4,Inner Regional Australia,Hunter Valley exc Newcastle,Maitland,Sub-Arterial Road,No,No,26_to_39,Night
20154006,SA,201510,Friday,5:30:00,Single,No,No,No,Car driver,Female,27,124,5,Very Remote Australia,South Australia - Outback,Unincorporated SA,Sub-Arterial Road,No,No,26_to_39,Night
20155015,WA,201510,Thursday,5:40:00,Multiple,No,Yes,No,Car driver,Female,54,101,28,Major Cities of Australia,Perth - North West,Wanneroo (C),Local Road,No,No,40_to_64,Night
20155042,WA,201510,Wednesday,20:15:00,Single,No,No,No,Motorcycle rider,Male,51,125,30,Very Remote Australia,Western Australia - Outback (South),Carnarvon (S),Local Road,No,No,40_to_64,Night
20153170,Qld,201510,Thursday,5:00:00,Multiple,No,Yes,No,Car driver,Male,61,119,28,,,,,No,No,40_to_64,Night
