Month,Transaction,Smartcard.Type,Action.Reason,Number.of.transactions
2020-12,Replace Smartcard,Photo Identification Card,Remove Gender From Smartcard,1
2021-01,Replace Smartcard,Industry Authority Card,Damaged,1
2021-01,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,2
2021-05,Replace Smartcard,Industry Authority Card,Destroyed,1
2021-10,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,1
2019-04,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1309
2019-04,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,7
2019-04,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,22
2019-04,Replace Smartcard,Driver Licence Card,Destroyed,104
2019-05,Replace Smartcard,Driver Licence Card,Change Customer Details,2096
2019-05,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,8
2019-05,Replace Smartcard,Driver Licence Card,Faulty,18
2019-05,Replace Smartcard,Photo Identification Card,Faulty,1
2019-05,Replace Smartcard,Marine Licence Ind Card,Managers Approval,9
2019-05,Replace Smartcard,Industry Authority Card,Condition Change,5
2019-05,Replace Smartcard,Driver Licence Card,Merged,4
2019-05,Replace Smartcard,Marine Licence Ind Card,Stolen,1
2019-06,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,9
2019-06,Replace Smartcard,Photo Identification Card,Damaged,34
2019-06,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,3
2019-07,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1662
2019-07,Replace Smartcard,Industry Authority Card,Lost,30
2019-08,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,46
2019-08,Replace Smartcard,Photo Identification Card,Damaged,35
2019-08,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,66
2019-08,Replace Smartcard,Marine Licence Ind Card,Destroyed,1
2019-09,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,38
2019-09,Replace Smartcard,Photo Identification Card,Destroyed,10
2019-09,Replace Smartcard,Photo Identification Card,Merged,1
2019-09,Replace Smartcard,Marine Licence Ind Card,Stolen,4
2019-09,Replace Smartcard,Photo Identification Card,Faulty,6
2019-10,Replace Smartcard,Driver Licence Card,Damaged,41
2019-10,Replace Smartcard,Photo Identification Card,Managers Approval,31
2019-10,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,3
2019-10,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,2
2019-10,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,1
2019-11,Replace Smartcard,Industry Authority Card,Condition Change,10
2019-11,Replace Smartcard,Photo Identification Card,Stolen,95
2019-11,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,112
2019-11,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,18
2019-11,Replace Smartcard,Photo Identification Card,Destroyed,6
2019-12,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,35
2019-12,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,2
2020-02,Replace Smartcard,Driver Licence Card,Change Customer Details,1923
2020-02,Replace Smartcard,Driver Licence Card,Condition Change,3651
2020-02,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,102
2020-02,Replace Smartcard,Driver Licence Card,Faulty,11
2020-02,Replace Smartcard,Driver Licence Card,Merged,6
2020-02,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,21
2020-02,Replace Smartcard,Industry Authority Card,Condition Change,10
2020-03,Replace Smartcard,Driver Licence Card,Condition Change,3632
2020-04,Replace Smartcard,Industry Authority Card,Stolen,12
2020-04,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,19
2020-04,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,12
2020-03,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,45
2020-04,Replace Smartcard,Industry Authority Card,Lost,19
2020-04,Replace Smartcard,Photo Identification Card,Merged,1
2020-05,Replace Smartcard,Driver Licence Card,Condition Change,2221
2020-05,Replace Smartcard,Driver Licence Card,Change Customer Details,1602
2020-05,Replace Smartcard,Driver Licence Card,Managers Approval,180
2020-05,Replace Smartcard,Photo Identification Card,Destroyed,12
2020-05,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,44
2020-05,Replace Smartcard,Industry Authority Card,Lost,20
2020-05,Replace Smartcard,Photo Identification Card,Expired,15
2020-05,Replace Smartcard,Driver Licence Card,Damaged,12
2020-06,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1239
2020-06,Replace Smartcard,Photo Identification Card,Destroyed,11
2020-06,Replace Smartcard,Driver Licence Card,Merged,5
2020-06,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,19
2020-05,Replace Smartcard,Industry Authority Card,Facial Image Is Not A True Likeness,1
2020-07,Replace Smartcard,Photo Identification Card,Change Customer Details,170
2020-07,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,22
2020-07,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,8
2020-07,Replace Smartcard,Photo Identification Card,Managers Approval,13
2020-07,Replace Smartcard,Driver Licence Card,Damaged,37
2020-07,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,2
2020-08,Replace Smartcard,Driver Licence Card,Stolen,919
2020-09,Replace Smartcard,Driver Licence Card,Lost,5115
2020-09,Replace Smartcard,Photo Identification Card,Expired,26
2020-08,Replace Smartcard,Driver Licence Card,Faulty,16
2020-09,Replace Smartcard,Photo Identification Card,Faulty,2
2020-10,Replace Smartcard,Photo Identification Card,Stolen,107
2020-10,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1461
2020-10,Replace Smartcard,Driver Licence Card,Stolen,987
2020-10,Replace Smartcard,Industry Authority Card,Lost,27
2020-10,Replace Smartcard,Marine Licence Ind Card,Stolen,1
2020-10,Replace Smartcard,Industry Authority Card,Stolen,6
2020-09,Replace Smartcard,Marine Licence Ind Card,Destroyed,1
2020-10,Replace Smartcard,Driver Licence Card,Damaged,29
2020-09,Replace Smartcard,Industry Authority Card,Destroyed,1
2020-10,Replace Smartcard,Industry Authority Card,Damaged,1
2020-10,Replace Smartcard,Marine Licence Ind Card,Condition Change,4
2020-11,Replace Smartcard,Driver Licence Card,Condition Change,3447
2020-11,Replace Smartcard,Industry Authority Card,Stolen,9
2020-11,Replace Smartcard,Marine Licence Ind Card,Lost,9
2020-12,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,56
2020-12,Replace Smartcard,Driver Licence Card,Managers Approval,152
2020-12,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,59
2021-01,Replace Smartcard,Photo Identification Card,Change Customer Details,154
2021-01,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,13
2021-01,Replace Smartcard,Photo Identification Card,Destroyed,18
2020-12,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,3
2021-01,Replace Smartcard,Industry Authority Card,Change Customer Details,27
2021-01,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,20
2011-04,Replace Smartcard,Driver Licence Card,Lost,348
2011-06,Replace Smartcard,Driver Licence Card,Managers Approval,117
2011-05,Replace Smartcard,Driver Licence Card,Condition Change,300
2011-05,Replace Smartcard,Driver Licence Card,Change Customer Details,474
2011-05,Replace Smartcard,Driver Licence Card,Stolen,312
2010-12,Replace Smartcard,Driver Licence Card,Lost,49
2010-12,Replace Smartcard,Driver Licence Card,Condition Change,20
2011-06,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,64
2011-04,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,11
2011-02,Replace Smartcard,Driver Licence Card,Disaster Relief,11
2011-03,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,46
2011-02,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,8
2011-04,Replace Smartcard,Driver Licence Card,Managers Approval,22
2011-01,Replace Smartcard,Driver Licence Card,Stolen,13
2011-03,Replace Smartcard,Photo Identification Card,Faulty,1
2011-05,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,28
2011-06,Replace Smartcard,Driver Licence Card,Disaster Relief,1
2011-05,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,2
2010-11,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,3
2011-02,Replace Smartcard,Photo Identification Card,Lost,11
2011-06,Replace Smartcard,Photo Identification Card,Managers Approval,4
2010-12,Replace Smartcard,Photo Identification Card,Change Customer Details,2
2011-01,Replace Smartcard,Photo Identification Card,Lost,7
2010-11,Replace Smartcard,Photo Identification Card,Lost,8
2011-05,Replace Smartcard,Industry Authority Card,Stolen,4
2011-01,Replace Smartcard,Photo Identification Card,Destroyed,1
2011-06,Replace Smartcard,Photo Identification Card,Destroyed,4
2011-05,Replace Smartcard,Industry Authority Card,Damaged,1
2011-07,Replace Smartcard,Driver Licence Card,Lost,1959
2011-07,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,128
2011-07,Replace Smartcard,Photo Identification Card,Lost,249
2011-07,Replace Smartcard,Industry Authority Card,Stolen,7
2011-07,Replace Smartcard,Industry Authority Card,Change Customer Details,10
2011-07,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,5
2011-07,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,5
2011-08,Replace Smartcard,Driver Licence Card,Change Customer Details,1264
2011-08,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,142
2011-08,Replace Smartcard,Photo Identification Card,Managers Approval,12
2011-08,Replace Smartcard,Industry Authority Card,Damaged,1
2011-09,Replace Smartcard,Driver Licence Card,Condition Change,1079
2011-09,Replace Smartcard,Industry Authority Card,Managers Approval,63
2011-09,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,21
2011-09,Replace Smartcard,Driver Licence Card,Damaged,201
2011-09,Replace Smartcard,Photo Identification Card,Change Customer Details,102
2011-09,Replace Smartcard,Photo Identification Card,Stolen,94
2011-09,Replace Smartcard,Driver Licence Card,Defective,24
2011-09,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,13
2011-09,Replace Smartcard,Industry Authority Card,Transition Laminate To Smartcard,5
2011-09,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,4
2011-09,Replace Smartcard,Marine Licence Ind Card,Faulty,1
2011-09,Replace Smartcard,Photo Identification Card,Defective,1
2011-10,Replace Smartcard,Driver Licence Card,Change Customer Details,1720
2011-10,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,50
2011-10,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,24
2011-10,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,24
2011-10,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,9
2011-11,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,192
2011-11,Replace Smartcard,Photo Identification Card,Lost,624
2011-11,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,17
2011-11,Replace Smartcard,Industry Authority Card,Condition Change,7
2011-11,Replace Smartcard,Industry Authority Card,Transition Laminate To Smartcard,2
2011-12,Replace Smartcard,Photo Identification Card,Lost,611
2011-12,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,12
2012-01,Replace Smartcard,Driver Licence Card,Change Customer Details,2448
2012-01,Replace Smartcard,Driver Licence Card,Destroyed,53
2012-01,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,22
2012-01,Replace Smartcard,Photo Identification Card,Stolen,110
2012-01,Replace Smartcard,Photo Identification Card,Faulty,5
2012-01,Replace Smartcard,Photo Identification Card,Managers Approval,31
2012-01,Replace Smartcard,Photo Identification Card,Destroyed,16
2012-01,Replace Smartcard,Marine Licence Ind Card,Managers Approval,5
2012-02,Replace Smartcard,Driver Licence Card,Lost,4146
2012-02,Replace Smartcard,Industry Authority Card,Stolen,25
2012-02,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,4
2012-02,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,24
2012-02,Replace Smartcard,Photo Identification Card,Managers Approval,23
2012-02,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,24
2012-02,Replace Smartcard,Driver Licence Card,Disaster Relief,3
2012-02,Replace Smartcard,Marine Licence Ind Card,Stolen,1
2012-03,Replace Smartcard,Driver Licence Card,Change Customer Details,2110
2012-03,Replace Smartcard,Photo Identification Card,Change Customer Details,147
2012-03,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,6
2012-03,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,3
2012-03,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,12
2012-04,Replace Smartcard,Driver Licence Card,Condition Change,1352
2012-04,Replace Smartcard,Driver Licence Card,Lost,3787
2012-04,Replace Smartcard,Driver Licence Card,Managers Approval,566
2012-04,Replace Smartcard,Driver Licence Card,Stolen,1199
2012-04,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,11
2012-04,Replace Smartcard,Industry Authority Card,Transition Laminate To Smartcard,1
2012-04,Replace Smartcard,Industry Authority Card,Destroyed,1
2012-05,Replace Smartcard,Driver Licence Card,Condition Change,1614
2012-05,Replace Smartcard,Photo Identification Card,Lost,687
2012-05,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,20
2012-05,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,40
2012-05,Replace Smartcard,Photo Identification Card,Managers Approval,21
2012-05,Replace Smartcard,Photo Identification Card,Defective,1
2012-05,Replace Smartcard,Marine Licence Ind Card,Stolen,1
2012-06,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,404
2012-06,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,9
2012-06,Replace Smartcard,Photo Identification Card,Managers Approval,16
2012-06,Replace Smartcard,Industry Authority Card,Faulty,3
2012-06,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,6
2012-06,Replace Smartcard,Marine Licence Ind Card,Lost,9
2012-06,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,3
2012-07,Replace Smartcard,Industry Authority Card,Lost,55
2012-07,Replace Smartcard,Industry Authority Card,Faulty,6
2012-07,Replace Smartcard,Industry Authority Card,Stolen,12
2012-08,Replace Smartcard,Driver Licence Card,Condition Change,1664
2012-08,Replace Smartcard,Driver Licence Card,Managers Approval,647
2012-08,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,424
2012-08,Replace Smartcard,Industry Authority Card,Faulty,5
2012-08,Replace Smartcard,Industry Authority Card,Destroyed,3
2012-06,Replace Smartcard,Marine Licence Ind Card,Faulty,1
2012-09,Replace Smartcard,Driver Licence Card,Stolen,1074
2012-09,Replace Smartcard,Industry Authority Card,Lost,32
2012-09,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,19
2012-09,Replace Smartcard,Photo Identification Card,Damaged,33
2012-09,Replace Smartcard,Industry Authority Card,Destroyed,1
2012-10,Replace Smartcard,Driver Licence Card,Lost,4072
2012-10,Replace Smartcard,Driver Licence Card,Managers Approval,665
2012-10,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,97
2012-10,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,144
2012-10,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,215
2012-10,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,10
2012-10,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,12
2012-10,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,7
2012-10,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,15
2012-10,Replace Smartcard,Marine Licence Ind Card,Expired,1
2012-11,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,616
2012-11,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,121
2012-11,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,20
2012-11,Replace Smartcard,Photo Identification Card,Stolen,133
2012-11,Replace Smartcard,Photo Identification Card,Managers Approval,21
2012-11,Replace Smartcard,Industry Authority Card,Faulty,4
2012-11,Replace Smartcard,Marine Licence Ind Card,Destroyed,1
2012-12,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,170
2012-12,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,5
2012-12,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,23
2012-12,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,7
2012-12,Replace Smartcard,Photo Identification Card,Merged,1
2013-01,Replace Smartcard,Driver Licence Card,Faulty,240
2013-01,Replace Smartcard,Driver Licence Card,Change Customer Details,2689
2013-01,Replace Smartcard,Photo Identification Card,Managers Approval,26
2013-01,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,25
2013-01,Replace Smartcard,Photo Identification Card,Destroyed,13
2013-01,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,9
2013-01,Replace Smartcard,Photo Identification Card,Faulty,11
2013-01,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,1
2013-02,Replace Smartcard,Driver Licence Card,Condition Change,1583
2013-02,Replace Smartcard,Photo Identification Card,Stolen,110
2013-02,Replace Smartcard,Photo Identification Card,Change Customer Details,157
2013-02,Replace Smartcard,Photo Identification Card,Managers Approval,31
2013-02,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,15
2013-03,Replace Smartcard,Driver Licence Card,Condition Change,1640
2013-03,Replace Smartcard,Driver Licence Card,Managers Approval,697
2013-03,Replace Smartcard,Driver Licence Card,Faulty,225
2013-03,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,106
2013-03,Replace Smartcard,Photo Identification Card,Transition Laminate To Smartcard,16
2013-03,Replace Smartcard,Photo Identification Card,Stolen,107
2013-03,Replace Smartcard,Photo Identification Card,Damaged,30
2013-03,Replace Smartcard,Photo Identification Card,Merged,3
2013-03,Replace Smartcard,Industry Authority Card,Damaged,1
2013-03,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,1
2013-04,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,5
2013-04,Replace Smartcard,Industry Authority Card,Transition Laminate To Smartcard,2
2013-04,Replace Smartcard,Photo Identification Card,Merged,1
2013-04,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,1
2013-04,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,2
2013-05,Replace Smartcard,Driver Licence Card,Change Customer Details,2276
2013-05,Replace Smartcard,Driver Licence Card,Managers Approval,801
2013-05,Replace Smartcard,Driver Licence Card,Damaged,119
2013-05,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,21
2013-05,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,59
2013-05,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,189
2013-05,Replace Smartcard,Marine Licence Ind Card,Stolen,1
2013-06,Replace Smartcard,Driver Licence Card,Faulty,203
2013-06,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,14
2013-06,Replace Smartcard,Industry Authority Card,Lost,40
2013-06,Replace Smartcard,Industry Authority Card,Change Customer Details,24
2013-06,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,51
2013-06,Replace Smartcard,Photo Identification Card,Damaged,17
2013-07,Replace Smartcard,Marine Licence Ind Card,Condition Change,1
2013-08,Replace Smartcard,Driver Licence Card,Managers Approval,697
2013-08,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,614
2013-09,Replace Smartcard,Driver Licence Card,Change Customer Details,2055
2013-09,Replace Smartcard,Photo Identification Card,Managers Approval,28
2013-09,Replace Smartcard,Photo Identification Card,Change Customer Details,173
2013-09,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,26
2013-09,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,9
2013-09,Replace Smartcard,Photo Identification Card,Expired,1
2013-10,Replace Smartcard,Photo Identification Card,Damaged,29
2013-10,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,74
2013-10,Replace Smartcard,Photo Identification Card,Facial Image Is Not A True Likeness,13
2013-11,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,197
2013-11,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,7
2013-11,Replace Smartcard,Industry Authority Card,Lost,47
2013-11,Replace Smartcard,Driver Licence Card,Defective,9
2013-11,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,3
2013-12,Replace Smartcard,Driver Licence Card,Lost,3729
2013-12,Replace Smartcard,Driver Licence Card,Change Customer Details,2003
2013-12,Replace Smartcard,Photo Identification Card,Stolen,71
2013-12,Replace Smartcard,Marine Licence Ind Card,Product Exists Othr Surrend Void Cancel,4
2013-12,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,4
2013-12,Replace Smartcard,Marine Licence Ind Card,Expired,1
2014-01,Replace Smartcard,Marine Licence Ind Card,Lost,8
2014-01,Replace Smartcard,Industry Authority Card,Condition Change,3
2014-01,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,1
2014-02,Replace Smartcard,Driver Licence Card,Condition Change,1892
2014-02,Replace Smartcard,Driver Licence Card,Stolen,985
2014-02,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,95
2014-02,Replace Smartcard,Industry Authority Card,Stolen,11
2014-02,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,47
2014-02,Replace Smartcard,Photo Identification Card,Destroyed,10
2014-03,Replace Smartcard,Driver Licence Card,Faulty,164
2014-03,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,200
2014-03,Replace Smartcard,Photo Identification Card,Stolen,73
2014-03,Replace Smartcard,Industry Authority Card,Stolen,12
2014-03,Replace Smartcard,Industry Authority Card,Lost,35
2014-04,Replace Smartcard,Driver Licence Card,Faulty,162
2014-04,Replace Smartcard,Photo Identification Card,Stolen,85
2014-04,Replace Smartcard,Industry Authority Card,Change Customer Details,20
2014-04,Replace Smartcard,Marine Licence Ind Card,Managers Approval,4
2014-04,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,2
2014-04,Replace Smartcard,Marine Licence Ind Card,Lost,2
2014-05,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,32
2014-05,Replace Smartcard,Driver Licence Card,Lost In Mail - Imu,1128
2014-05,Replace Smartcard,Photo Identification Card,Damaged,35
2014-06,Replace Smartcard,Driver Licence Card,Change Customer Details,2138
2014-06,Replace Smartcard,Photo Identification Card,Managers Approval,22
2014-06,Replace Smartcard,Industry Authority Card,Stolen,6
2014-06,Replace Smartcard,Industry Authority Card,Damaged,1
2014-07,Replace Smartcard,Driver Licence Card,Change Customer Details,2353
2014-07,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,188
2014-07,Replace Smartcard,Industry Authority Card,Lost,43
2014-08,Replace Smartcard,Driver Licence Card,Damaged,73
2014-08,Replace Smartcard,Industry Authority Card,Destroyed,1
2014-08,Replace Smartcard,Photo Identification Card,Stolen,82
2014-08,Replace Smartcard,Industry Authority Card,Da/dgd Smartcard Replacement Fee Exempt,19
2014-08,Replace Smartcard,Photo Identification Card,Managers Approval,15
2014-08,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,1
2014-08,Replace Smartcard,Industry Authority Card,Damaged,1
2014-09,Replace Smartcard,Photo Identification Card,Change Customer Details,189
2014-09,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,59
2014-09,Replace Smartcard,Marine Licence Ind Card,Stolen,1
2014-09,Replace Smartcard,Industry Authority Card,Change Customer Details,29
2014-09,Replace Smartcard,Driver Licence Card,Transition Laminate To Smartcard,23
2014-09,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,19
2014-09,Replace Smartcard,Industry Authority Card,Product Exists Othr Surrend Void Cancel,2
2014-09,Replace Smartcard,Industry Authority Card,Facial Image Is Not A True Likeness,2
2014-10,Replace Smartcard,Driver Licence Card,Faulty,157
2014-10,Replace Smartcard,Photo Identification Card,Destroyed,10
2014-10,Replace Smartcard,Industry Authority Card,Lost In Mail - Imu,32
2014-11,Replace Smartcard,Driver Licence Card,Change Customer Details,2407
2014-11,Replace Smartcard,Driver Licence Card,Stolen,979
2014-11,Replace Smartcard,Photo Identification Card,Change Customer Details,193
2014-11,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,6
2014-11,Replace Smartcard,Photo Identification Card,Faulty,6
2014-11,Replace Smartcard,Industry Authority Card,Faulty,1
2014-12,Replace Smartcard,Driver Licence Card,Faulty,133
2014-12,Replace Smartcard,Industry Authority Card,Condition Change,10
2014-12,Replace Smartcard,Photo Identification Card,Lost In Mail - Imu,54
2014-12,Replace Smartcard,Marine Licence Ind Card,Managers Approval,11
2014-12,Replace Smartcard,Photo Identification Card,Merged,2
2014-12,Replace Smartcard,Marine Licence Ind Card,Lost,11
2014-12,Replace Smartcard,Marine Licence Ind Card,Change Customer Details,7
2014-12,Replace Smartcard,Photo Identification Card,Defective,3
2015-01,Replace Smartcard,Driver Licence Card,Managers Approval,520
2015-01,Replace Smartcard,Driver Licence Card,Damaged,65
2015-01,Replace Smartcard,Photo Identification Card,Lost,431
2015-01,Replace Smartcard,Photo Identification Card,Managers Approval,30
2015-01,Replace Smartcard,Industry Authority Card,Damaged,1
2015-01,Replace Smartcard,Marine Licence Ind Card,Lost,5
2015-01,Replace Smartcard,Industry Authority Card,Condition Change,6
2015-02,Replace Smartcard,Driver Licence Card,Stolen,928
2015-02,Replace Smartcard,Marine Licence Ind Card,Marine Licence Transition,8
2015-02,Replace Smartcard,Marine Licence Ind Card,Managers Approval,7
2015-02,Replace Smartcard,Driver Licence Card,Defective,16
2015-02,Replace Smartcard,Industry Authority Card,Change Customer Details,18
2015-02,Replace Smartcard,Industry Authority Card,Condition Change,6
2015-03,Replace Smartcard,Driver Licence Card,Court Order Issued X3 Or X4 Condition,157
2015-03,Replace Smartcard,Photo Identification Card,Stolen,60
2015-03,Replace Smartcard,Industry Authority Card,Change Customer Details,22
2015-03,Replace Smartcard,Driver Licence Card,Facial Image Is Not A True Likeness,7
2015-03,Replace Smartcard,Photo Identification Card,Expired,3
2015-03,Replace Smartcard,Industry Authority Card,Damaged,1
2015-04,Replace Smartcard,Industry Authority Card,Lost,34
2015-04,Replace Smartcard,Photo Identification Card,Damaged,21
2015-04,Replace Smartcard,Photo Identification Card,Merged,2
2015-04,Replace Smartcard,Photo Identification Card,Managers Approval,22
2015-04,Replace Smartcard,Photo Identification Card,Faulty,2
2015-04,Replace Smartcard,Industry Authority Card,Destroyed,1
2015-05,Replace Smartcard,Driver Licence Card,Condition Change,2232
2015-05,Replace Smartcard,Photo Identification Card,Damaged,17
2015-05,Replace Smartcard,Photo Identification Card,Expired,3
2015-05,Replace Smartcard,Photo Identification Card,Faulty,6
2015-05,Replace Smartcard,Marine Licence Ind Card,Lost In Mail - Imu,2
2015-05,Replace Smartcard,Photo Identification Card,Merged,1
2015-06,Replace Smartcard,Driver Licence Card,Managers Approval,402
2015-06,Replace Smartcard,Driver Licence Card,Product Exists Othr Surrend Void Cancel,33
